signal_1,signal_2,signal_3,signal_4,signal_5,out1,out2,out3,out4,out5
0.09106830159820412,0.39620424967658774,0.007882464313347937,0.6701033666662379,0.9995216530182649,0,0,1,1,0
0.6540241094541552,0.3740411880305775,0.735486708654106,0.5791075569492564,0.6791433096140737,0,0,0,1,0
0.8175195105110409,0.8513787712434088,0.01687840127063156,0.631180052656965,0.1806923907696979,1,0,1,0,0
0.9073488323361755,0.619314216332094,0.717405746243595,0.2559356945756135,0.8629115382283384,1,0,0,0,0
0.5780612812285468,0.15112005050489308,0.6652984275858382,0.18492167083549338,0.009631468751288952,0,0,0,0,0
0.8832875921242676,0.6858119022074621,0.7391557218077259,0.2218964138773507,0.9807124919667441,1,0,0,1,0
0.11605358282944223,0.4443292572544699,0.7300124329212274,0.20320722500107713,0.04911350406286896,0,0,0,0,0
0.9780207737471786,0.010456257549888992,0.7176039189219927,0.1348040443539149,0.06588669683627824,1,0,0,0,0
0.3787963966468968,0.8524811048090613,0.8805685755477989,0.2897128900674478,0.34445818637366776,0,1,0,0,1
0.18824258652687298,0.8501260038936311,0.0613583439200015,0.9766860231987814,0.303038951006424,0,0,1,1,1
0.831415131791369,0.29349164304085973,0.5144153458144685,0.7056152596681375,0.809212901656842,1,0,0,1,0
0.8528968217186389,0.2569049187143856,0.2507103541197756,0.5231474819726057,0.799155997538689,1,0,0,1,0
0.7042220811848852,0.536419391714277,0.5701514325107185,0.27517176681934563,0.11403670420042988,0,0,0,0,0
0.41703579341536534,0.3624715843303351,0.2602703948369991,0.8911417745839112,0.08016081343711556,0,0,0,0,0
0.6381058443879833,0.022550447627564307,0.6901641883400418,0.860760602609118,0.5228906483741272,0,0,0,1,0
0.464862856878169,0.4023735493963472,0.05469929701275145,0.08028338284815273,0.23139249478225143,0,0,1,0,0
0.95201721651285,0.698806083755442,0.7303535670841865,0.06605786840131334,0.024686699366187614,1,0,0,0,0
0.26332830592303325,0.03964460188992547,0.21227411671202945,0.6615221662136976,0.11491650809191167,0,0,0,0,0
0.9211109072805145,0.9193028645846905,0.29056116187311587,0.3312013798737846,0.36928985390233293,1,0,0,0,1
0.5273784065960446,0.11793279117447253,0.23022204507815136,0.35346271388382045,0.2629754784875459,0,0,0,0,0
0.6081605884649847,0.1941725192599486,0.2819943271475134,0.20372565442023327,0.20490466538716268,0,0,0,0,0
0.8040076978956057,0.6257743010651602,0.9867308046806299,0.6366220548768768,0.8584381523314412,1,0,0,1,0
0.5353380933214534,0.5272441103022946,0.919442040355061,0.1511653469475761,0.21111846826181602,0,0,0,0,0
0.9601465702263978,0.5683401395291372,0.1245186120402878,0.9886178213258483,0.13196768411627136,1,0,1,0,0
0.36859263742161164,0.9320716685399457,0.0018127357300581348,0.41694390244500135,0.12901933451108538,0,0,1,0,0
0.5245794224833439,0.2770324465373538,0.6193216877919618,0.8351868653327885,0.36693567104831526,0,0,0,1,1
0.2813515075840476,0.4775136897262129,0.6036861435208091,0.9357122741433668,0.4118302280125654,0,0,0,1,0
0.037296199027184285,0.027291923146069985,0.11087859923649424,0.5446190301648197,0.4757500274843316,0,0,1,0,0
0.6456199438057832,0.9811315291034101,0.8888746242007096,0.6899711675475935,0.20071054469147276,0,1,0,0,0
0.3557327965996703,0.8255351276599864,0.6885103446594758,0.8872624202314601,0.31904327820156075,0,1,0,1,1
0.6262584924231809,0.15679318191981895,0.4580903345355899,0.07748447251849067,0.30256301477777403,0,0,0,0,1
0.008055348831960685,0.33021146187394956,0.19902261294329315,0.9897036708464325,0.8020609789083483,0,0,1,1,0
0.40835186040323646,0.5140945310225455,0.7768914607225339,0.6049740775950163,0.5186569948144504,0,0,0,0,0
0.40408329656205977,0.05143951689259063,0.35024871343653863,0.06704946153275826,0.7475576179625955,0,0,0,0,0
0.9468230203165638,0.004126021382596878,0.6425380853685089,0.71744030951421,0.5973031851414411,1,0,0,1,0
0.9127065092732002,0.6489627946787141,0.04571285338018238,0.6415441407094815,0.34318578733366334,1,0,1,0,1
0.8859924913804923,0.993361139933131,0.9580354782798521,0.44891871789913873,0.45338391801014377,1,1,0,0,0
0.42945630383540734,0.19131572672616026,0.34618167466546645,0.33765667430891455,0.5131448073294972,0,0,0,0,0
0.23360585494071795,0.26590351339338314,0.04521714901615925,0.825815144356339,0.14575484949605544,0,0,1,0,0
0.08726494758602654,0.8204492366524904,0.6896842180384436,0.8133614131582775,0.3083106370082316,0,1,0,0,1
0.2718704082460015,0.6704304004205822,0.5849881966312321,0.5464516741499387,0.7285596799073596,0,0,0,1,0
0.13124034614507574,0.537674259131402,0.16915181279836955,0.3780112843808071,0.8365606229010747,0,0,1,1,0
0.7230893396632304,0.4234634514924037,0.3219697615591899,0.7079270789522449,0.2218705972217514,0,0,0,0,0
0.8469051830808426,0.42418810357868864,0.6389364846499084,0.13596544103157238,0.41286289395274944,1,0,0,0,0
0.1256414552757391,0.8448162053882778,0.9447562420753702,0.7635077370548531,0.4676638445176414,0,1,0,1,0
0.9088704629470159,0.5946712265526882,0.1277319220244152,0.5473514740756257,0.18168031295822296,1,0,1,0,0
0.1783953213021654,0.06920464165495477,0.6200196689479563,0.10613076281309064,0.39201600865459174,0,0,0,0,1
0.2940480934190597,0.06383324825992931,0.8202859322078069,0.2291893477038771,0.9058415825743548,0,0,0,0,0
0.5939602467683199,0.6075632401972249,0.14916065899651,0.8971903019902046,0.5324752778380456,0,0,1,1,0
0.22655542223136338,0.4594693576143263,0.7153010454639518,0.9616931479709224,0.864949624367242,0,0,0,1,0
0.3465797032081759,0.9067489069153418,0.17406121541400177,0.2845551710234404,0.7197838408625288,0,0,1,0,0
0.12186299668617362,0.10625505301704397,0.9859079613797483,0.7863537316267752,0.03959523279484034,0,0,0,0,0
0.09884962769752237,0.21777628880770739,0.12183202976210994,0.20981755700544957,0.14609117303964214,0,0,1,0,0
0.5485429170471249,0.8210544314332825,0.18305349949585936,0.7853693122454294,0.719085765226099,0,0,1,1,0
0.6181096845719392,0.9349291942046906,0.6065389791561426,0.5831056918141067,0.3662427691188752,0,1,0,0,1
0.669155597602093,0.4157619573093272,0.23419663279589142,0.9870565119213236,0.7124002766904323,0,0,0,1,0
0.5889729149327295,0.13485940388230377,0.6201444397661375,0.23325363458749682,0.40369088274070397,0,0,0,0,0
0.10207658253689045,0.3851606889114577,0.10441862889614317,0.5506839785483778,0.2793556995167381,0,0,1,0,0
0.17712724070290387,0.17798660184930937,0.6783499369701287,0.9482453027625262,0.706142813494633,0,0,0,1,0
0.0020233993262129824,0.8758458066948541,0.28494911534405387,0.4875060980452235,0.14529029234171542,0,0,0,0,0
0.23259559685435416,0.887445852812586,0.7130761510547202,0.5330452141914539,0.4314894623812421,0,1,0,0,0
0.21443063736195178,0.4853031244553224,0.11361045730872188,0.15790253437549595,0.09648894914879513,0,0,1,0,0
0.4524602198633424,0.8424330853031554,0.3025818932799237,0.54296646139716,0.5413695921537929,0,0,0,0,0
0.2622875333857757,0.41381918463030454,0.8309842382713777,0.11496290738633819,0.8594275542688241,0,0,0,0,0
0.19815847190911573,0.7333381208087919,0.5603775213192684,0.2277374253836859,0.8720752952356646,0,1,0,0,0
0.6523584175668649,0.2584307030649684,0.9653394639082477,0.5780771490120756,0.9291844334034243,0,0,0,1,0
0.8638473280822608,0.633360822629771,0.9557885000647998,0.539342423661514,0.9843737240349816,1,0,0,1,0
0.7391070302492523,0.34827575868659433,0.05265447148998037,0.5066795340443477,0.42571070904018427,0,0,1,0,0
0.9352274872260008,0.4587613858726207,0.1889203645217672,0.6510427477818889,0.07905477826956919,1,0,1,0,0
0.9048355691917231,0.7012722915137852,0.9680662395572378,0.4057202283065715,0.8495049979008894,1,1,0,1,0
0.9666087294302936,0.11639451739286777,0.6740356323414608,0.2045467254285911,0.4529401704543726,1,0,0,0,0
0.9343153013818529,0.8839977709413677,0.9551377932006916,0.0698564522353361,0.5605133261261872,1,1,0,0,0
0.1879552069599485,0.7547830972610654,0.9134755868848933,0.6671918512582095,0.6822879567196425,0,1,0,1,0
0.5015313722094645,0.2293143014210085,0.7745164730898929,0.4541159588036032,0.5630454683043182,0,0,0,0,0
0.04345748714019959,0.12411715242220533,0.22621853679363013,0.5454662064104057,0.8772858566289504,0,0,0,1,0
0.2611135948611657,0.045609607397026686,0.019038246156826588,0.5613387369437338,0.8683918592100829,0,0,1,1,0
0.22339236585172084,0.7894103958925811,0.5128202168824357,0.5717239360932909,0.8633394071623203,0,1,0,1,0
0.9873587000231387,0.22507985741021708,0.7799032830558823,0.925483099664425,0.29832089939215445,1,0,0,1,0
0.5523197241131343,0.08057584229685433,0.8974080825376705,0.18056498220227046,0.9265102805507913,0,0,0,0,0
0.19990190366532168,0.43351219362652194,0.31712573220700635,0.7687561751807962,0.19362985583129433,0,0,0,0,0
0.5667409058386796,0.8160094539706951,0.008204348506260062,0.9050762024739395,0.5237772290158343,0,0,1,1,0
0.7895750447230157,0.5781832021165163,0.06665089797518386,0.31857555681375915,0.2798846793383789,0,0,1,0,0
0.9167940374881687,0.16867458778332645,0.5307660712480912,0.09113254037283791,0.08841113083813457,1,0,0,0,0
0.999670912801481,0.5765598908612257,0.4128523071888601,0.8419455812927423,0.005171096715497869,1,0,0,0,0
0.03628266803402547,0.31188788571019066,0.7651657003806684,0.23869485932135304,0.3255162748782763,0,0,0,0,1
0.5115543637925479,0.8342403789008035,0.2764923333381686,0.9439630617589151,0.42727519861572383,0,0,0,1,0
0.3985327474860898,0.8936943551810304,0.2817926587095322,0.6553216641799334,0.14315740249183195,0,0,0,0,0
0.11747772676255708,0.13246376219854317,0.11871841916430736,0.543339092615705,0.811767471989426,0,0,1,1,0
0.8927028413608105,0.26359441219607127,0.5176430708357762,0.2742753075352412,0.7280472764262179,1,0,0,0,0
0.26065430793397415,0.6260973101098763,0.8340670069169489,0.5152108258679186,0.4909757826940284,0,0,0,0,0
0.16560013116569294,0.04593375411309375,0.6638426431587052,0.09077692916545987,0.9378246466307003,0,0,0,0,0
0.9936943702259428,0.09704050062822689,0.12962534621297883,0.17224635596127558,0.562255687626154,1,0,1,0,0
0.28680271446091865,0.6834678814875527,0.4421502923593974,0.7749837458639595,0.039281717936581306,0,0,0,0,0
0.7178539467007411,0.30862787203922604,0.32471434828784285,0.5450157752699997,0.6677899597552226,0,0,0,1,0
0.4334080888834648,0.7913824411013398,0.0757037323454518,0.9074811593586808,0.9122943142037485,0,0,1,1,0
0.24640696746878343,0.5713884840369456,0.6183681186692968,0.3034375958892096,0.6695671501338245,0,0,0,0,0
0.648724478357676,0.4272384377394858,0.3396070255100666,0.38432295811958683,0.8718550866468656,0,0,0,1,0
0.977353843403072,0.5739030856250505,0.5558208764589901,0.9545634018600891,0.5107145911407182,1,0,0,1,0
0.45479566031425833,0.6159455588620315,0.00037059856254251233,0.06560958072445278,0.8079039292225643,0,0,1,0,0
0.039753919264331805,0.3407478860476634,0.5090035179374034,0.8659776201432045,0.8240890438247349,0,0,0,1,0
0.20477472472414604,0.6063257474068252,0.45451904134628196,0.6156753878207255,0.3977899730331801,0,0,0,0,1
0.3257801538406955,0.12983858757551714,0.8247807490685547,0.8838816282354752,0.6451772725696696,0,0,0,1,0
0.8886915142924386,0.10640457855002716,0.8276585831203375,0.5228533553097205,0.8885647805470154,1,0,0,1,0
0.7419112845330599,0.58891292357157,0.6455247763373545,0.8359740336952347,0.7471239475871273,0,0,0,1,0
0.7744087865012398,0.6386444686006654,0.1830456538120182,0.8638449684603366,0.18018147667046103,0,0,1,0,0
0.54298757147703,0.9162518927944909,0.9848021225297935,0.27046729620704724,0.5253443178247116,0,1,0,0,0
0.8066693808288666,0.6746971216633827,0.34111987137001665,0.36746787599834196,0.7873714149249565,1,0,0,0,0
0.1902991665612448,0.2728151439705384,0.28422621047198904,0.9657928577553969,0.2303595762544497,0,0,0,0,0
0.17795231654375998,0.2550829407356726,0.9096444570872136,0.09093789249643358,0.2404142878958051,0,0,0,0,0
0.6816952234109833,0.757355169986185,0.11441573428048324,0.5975788887346007,0.6078552345140303,0,0,1,1,0
0.040946736917565785,0.20068698705834465,0.44138371732322246,0.13970557943311868,0.6002732136516754,0,0,0,0,0
0.25203343736510975,0.3932007761030235,0.9921743707582328,0.34347834090695906,0.7703556821693219,0,0,0,0,0
0.055962244349134216,0.9548032870229154,0.8761018291646665,0.8384613868407855,0.9818190258351464,0,1,0,1,0
0.7046735405897951,0.09642479217679056,0.652970497442406,0.9715582001203434,0.6602428014424079,0,0,0,1,0
0.8232815794053945,0.6517768466236569,0.7120087124526694,0.3275028193608477,0.4073930897659672,1,0,0,0,0
0.26518632869887837,0.13815251965590458,0.871448541356298,0.6841910761420987,0.16437281969703632,0,0,0,0,0
0.4706473454708693,0.31487605092308424,0.6491981586826088,0.9008360784765249,0.6297157581251028,0,0,0,1,0
0.766613779774174,0.944058850925692,0.5275346746655577,0.9841877283705558,0.9228571744310761,0,1,0,1,0
0.9480596979606654,0.871029540538153,0.2283611747508899,0.9123169514470022,0.516727749068537,1,0,0,1,0
0.28174934891983416,0.5961035578036592,0.5652415946167163,0.08930876920760822,0.6236729033166926,0,0,0,0,0
0.024149228648384202,0.39139815484925566,0.9893492791350744,0.8565137030876081,0.8042256062596542,0,0,0,1,0
0.18223173285934713,0.9324268143168677,0.5251978254256618,0.5341572351651868,0.5163790376194316,0,1,0,0,0
0.8405027919243745,0.8699989603399244,0.7288157131368577,0.4082929421027034,0.41085875132831895,1,1,0,0,0
0.6609937725627006,0.3482156349974116,0.21116616785420694,0.5960131429972473,0.6472381588876043,0,0,0,1,0
